Episode,Step,d1p,d2p,d3p,A,B,CRI,x,y,Reward,Action
53,127,49.0,25.0,29.0,63.05862155541523,4.896334444494792,98.16252984364762,0.3011716033257587,0.32662727779378264,5,"['d1', 'backward']"
53,128,49.0,26.0,29.0,60.32484602717483,4.9031594423574365,97.69802678780658,0.2997549020757458,0.32668268068189577,-5,"['d2', 'forward']"
53,129,49.0,25.0,29.0,63.05862155541523,4.896334444494792,98.16252984364762,0.3011716033257587,0.32662727779378264,5,"['d2', 'backward']"
53,130,49.0,26.0,29.0,60.32484602717483,4.9031594423574365,97.69802678780658,0.2997549020757458,0.32668268068189577,-5,"['d2', 'forward']"
53,131,49.0,26.0,30.0,61.65430248402202,4.890980028093027,97.35083716751465,0.3009914949789743,0.32928198439762246,5,"['d3', 'forward']"
53,132,48.0,26.0,30.0,62.76942857934624,4.906200282288776,96.86797132625442,0.29940874555454106,0.32862640871955284,5,"['d1', 'backward']"
53,133,47.0,26.0,30.0,63.8237097432031,4.920702845405063,96.37106807785884,0.29768108951180233,0.3278138712298775,5,"['d1', 'backward']"
53,134,47.0,27.0,30.0,60.98901269081418,4.925813386139029,95.6021925377795,0.29605506169947043,0.3278207939870771,-5,"['d2', 'forward']"
53,135,47.0,27.0,31.0,62.249852595250566,4.911553649593022,95.15992762665562,0.2976000620040914,0.3307395134701158,5,"['d3', 'forward']"
53,136,47.0,27.0,32.0,63.4516257056078,4.89578336905937,94.67694702105511,0.299400610607893,0.33395914981955005,5,"['d3', 'forward']"
53,137,47.0,28.0,32.0,60.55960407821668,4.898744821549713,93.8331048808659,0.2979905883389308,0.3342958561348455,-5,"['d2', 'forward']"
53,138,47.0,29.0,32.0,57.6628327280773,4.899570729718888,93.0129386315075,0.2965662206084529,0.33455615218884743,-5,"['d2', 'forward']"
53,139,47.0,28.0,32.0,60.55960407821668,4.898744821549713,93.8331048808659,0.2979905883389308,0.3342958561348455,5,"['d2', 'backward']"
53,140,47.0,29.0,32.0,57.6628327280773,4.899570729718888,93.0129386315075,0.2965662206084529,0.33455615218884743,-5,"['d2', 'forward']"
53,141,47.0,30.0,32.0,54.782564611967246,4.898561657897795,92.22109147357381,0.2951365887786896,0.33474255072306924,-5,"['d2', 'forward']"
53,142,46.0,30.0,32.0,55.63876020343823,4.913510398588241,91.65467764551943,0.2926387628207584,0.33318078323901323,5,"['d1', 'backward']"
53,143,45.0,30.0,32.0,56.40997718625393,4.927474982744137,91.11139424989649,0.29000684876666044,0.3313898067462874,5,"['d1', 'backward']"
53,144,45.0,29.0,32.0,59.34986379843862,4.9275914672769465,91.9610742976233,0.29170489670671285,0.33139946325513125,5,"['d2', 'backward']"
53,145,44.0,29.0,32.0,60.05445713897585,4.93988293372754,91.46962733198646,0.28909722546645344,0.32950486554630165,5,"['d1', 'backward']"
53,146,44.0,28.0,32.0,63.03345488602788,4.937630264108475,92.37502962530145,0.29095250705115394,0.3295741901057451,5,"['d2', 'backward']"
53,147,44.0,27.0,32.0,66.00082453582337,4.933181576310555,93.30823451298988,0.2928155115760733,0.3295735018191097,5,"['d2', 'backward']"
53,148,45.0,27.0,32.0,65.24470646622571,4.921890788727628,93.74867809273857,0.2951195350580019,0.3312080532799577,-5,"['d1', 'forward']"
53,149,45.0,28.0,32.0,62.30224912430579,4.925830706854706,92.84154943506327,0.2934123002831108,0.3313398982856248,-5,"['d2', 'forward']"
53,150,45.0,27.0,32.0,65.24470646622571,4.921890788727628,93.74867809273857,0.2951195350580019,0.3312080532799577,5,"['d2', 'backward']"
53,151,45.0,26.0,32.0,68.15214626113692,4.915439952543716,94.67591331282878,0.2968154508433485,0.3310010643288548,5,"['d2', 'backward']"
53,152,45.0,25.0,32.0,70.99695893877386,4.906115231104687,95.61194663196845,0.29848721351379737,0.3307163270542042,5,"['d2', 'backward']"
53,153,46.0,25.0,32.0,70.10328297190641,4.894637141680321,96.00225778777472,0.3003637386664282,0.33195009898237793,-5,"['d1', 'forward']"
53,154,46.0,25.0,31.0,68.89463875588875,4.910951121618779,96.36017385089288,0.29885699172804636,0.32926473503702114,-5,"['d3', 'backward']"
53,155,46.0,24.0,31.0,71.6341478683054,4.898927802647092,97.18266590870157,0.3004575792025296,0.3290003918841456,5,"['d2', 'backward']"
53,156,46.0,24.0,30.0,70.36277930846127,4.91355064008521,97.4244592346804,0.2993080417211918,0.32681295616303147,-5,"['d3', 'backward']"
53,157,46.0,23.0,30.0,72.99821080377879,4.897641404057643,98.05358912184307,0.30098897446051576,0.3266790546180734,5,"['d2', 'backward']"
53,158,46.0,23.0,29.0,71.68184753638455,4.910220945555434,98.09869162499861,0.30018464771895614,0.3249986423941067,-5,"['d3', 'backward']"
53,159,46.0,23.0,28.0,70.32274643573075,4.920717626890167,98.08085829087948,0.2995900195624577,0.3236259248736358,-5,"['d3', 'backward']"
53,160,46.0,23.0,27.0,68.93117907295594,4.928981095416117,98.02487629335415,0.29920099444150117,0.32256703115755436,-5,"['d3', 'backward']"
53,161,46.0,22.0,27.0,71.47623624297182,4.907833442806001,98.1230182578802,0.30116810526395577,0.32291845065011315,5,"['d2', 'backward']"
53,162,46.0,22.0,26.0,70.07622752479057,4.913341469774903,98.01997469073434,0.3010717988862337,0.32233301645372253,-5,"['d3', 'backward']"
53,163,46.0,22.0,25.0,68.66157562846458,4.916327425526355,97.92311091351556,0.30115301604205547,0.3220370278502322,-5,"['d3', 'backward']"
53,164,46.0,21.0,25.0,71.10678440569188,4.889068074604272,97.79951148203817,0.3032326011401005,0.3225951762546089,5,"['d2', 'backward']"
53,165,46.0,20.0,25.0,73.39104921525804,4.855917146948358,97.31876113209361,0.30522481723523287,0.32305094464442774,5,"['d2', 'backward']"
53,166,46.0,19.0,25.0,75.47975329004717,4.816234619487622,96.65233218989415,0.3071043246827331,0.3233984458988794,5,"['d2', 'backward']"
53,167,46.0,19.0,24.0,74.15037972049234,4.814745003677806,96.6685751037119,0.3075858236738949,0.3237394290843807,-5,"['d3', 'backward']"
53,168,46.0,18.0,24.0,76.05834339331605,4.767056059340903,96.00548427780654,0.3094098568284685,0.3240869428139648,5,"['d2', 'backward']"
53,169,46.0,19.0,24.0,74.15037972049234,4.814745003677806,96.6685751037119,0.3075858236738949,0.3237394290843807,-5,"['d2', 'forward']"
53,170,46.0,18.0,24.0,76.05834339331605,4.767056059340903,96.00548427780654,0.3094098568284685,0.3240869428139648,5,"['d2', 'backward']"
53,171,46.0,19.0,24.0,74.15037972049234,4.814745003677806,96.6685751037119,0.3075858236738949,0.3237394290843807,-5,"['d2', 'forward']"
53,172,46.0,20.0,24.0,72.02160638104587,4.855130732417977,97.29911078106183,0.3056249950919175,0.32327467777610874,-5,"['d2', 'forward']"
53,173,46.0,19.0,24.0,74.15037972049234,4.814745003677806,96.6685751037119,0.3075858236738949,0.3237394290843807,5,"['d2', 'backward']"
53,174,46.0,19.0,23.0,72.81819998526399,4.810514380653456,96.72264588925553,0.30818644701736475,0.3242868620625572,-5,"['d3', 'backward']"
53,175,45.0,19.0,23.0,73.94110836526497,4.814997965969317,97.1610329573374,0.30738164078258673,0.32452265203374314,5,"['d1', 'backward']"
53,176,44.0,19.0,23.0,75.01020270855615,4.817794998675405,97.53022054810455,0.3064519407021172,0.32465505507103903,5,"['d1', 'backward']"
53,177,44.0,18.0,23.0,76.98204507959062,4.766525051384346,96.95625515139022,0.3087475606641877,0.325343151339377,5,"['d2', 'backward']"
53,178,44.0,19.0,23.0,75.01020270855615,4.817794998675405,97.53022054810455,0.3064519407021172,0.32465505507103903,-5,"['d2', 'forward']"
53,179,44.0,20.0,23.0,72.8104011146217,4.8615208536415295,97.72578802700414,0.30402365607528486,0.32383226167910945,-5,"['d2', 'forward']"
53,180,44.0,19.0,23.0,75.01020270855615,4.817794998675405,97.53022054810455,0.3064519407021172,0.32465505507103903,5,"['d2', 'backward']"
53,181,44.0,20.0,23.0,72.8104011146217,4.8615208536415295,97.72578802700414,0.30402365607528486,0.32383226167910945,-5,"['d2', 'forward']"
53,182,44.0,20.0,22.0,71.46251679909176,4.854069167986373,97.68658592559053,0.3045734404978104,0.32451327570986194,-5,"['d3', 'backward']"
53,183,44.0,21.0,22.0,69.03815192591121,4.891720523468029,97.6304675736195,0.30198757386431224,0.32347665799567055,-5,"['d2', 'forward']"
53,184,44.0,22.0,22.0,66.47126448980666,4.923137896917604,97.41309736145138,0.29933490270628815,0.3223202976514397,-5,"['d2', 'forward']"
53,185,44.0,23.0,22.0,63.79763428765647,4.948950821428541,97.0780880378047,0.2966427798655745,0.32105472133901225,-5,"['d2', 'forward']"
53,186,43.0,23.0,22.0,64.68083275535693,4.954171594974003,96.6994438050646,0.2947304506285513,0.3204296089957048,5,"['d1', 'backward']"
53,187,42.0,23.0,22.0,65.4775962081158,4.957225183409631,96.2747665764153,0.2926829670740139,0.3196170093953918,5,"['d1', 'backward']"
53,188,42.0,23.0,21.0,64.07165326560215,4.948051193265163,96.14919798458038,0.2930622762495997,0.32020293331273375,-5,"['d3', 'backward']"
53,189,41.0,23.0,21.0,64.77608546701319,4.948135194054832,95.70400865582523,0.29081619257060815,0.3191627361558799,5,"['d1', 'backward']"
53,190,40.0,23.0,21.0,65.37893978683901,4.945563794996785,95.26029612655277,0.28845720462435226,0.31791766065043187,5,"['d1', 'backward']"
53,191,40.0,24.0,21.0,62.44164089147407,4.971593941630722,94.62982078738138,0.28500090659351596,0.31566636904120354,-5,"['d2', 'forward']"
53,192,40.0,25.0,21.0,59.47301787784309,4.992941612669038,93.99786571488424,0.28159855969860365,0.3133182192214108,-5,"['d2', 'forward']"
53,193,40.0,24.0,21.0,62.44164089147407,4.971593941630722,94.62982078738138,0.28500090659351596,0.31566636904120354,5,"['d2', 'backward']"
53,194,40.0,25.0,21.0,59.47301787784309,4.992941612669038,93.99786571488424,0.28159855969860365,0.3133182192214108,-5,"['d2', 'forward']"
53,195,40.0,26.0,21.0,56.50246556271432,5.01011544825585,93.37686299546242,0.2782692409378397,0.3108913234297544,-5,"['d2', 'forward']"
53,196,40.0,27.0,21.0,53.55538650230158,5.02358265202949,92.77095120292579,0.2750281005794488,0.3084032024005585,-5,"['d2', 'forward']"
53,197,40.0,28.0,21.0,50.65331329793581,5.0337709148664525,92.18565211671833,0.27188674893970893,0.3058704755690298,-5,"['d2', 'forward']"
53,198,40.0,27.0,21.0,53.55538650230158,5.02358265202949,92.77095120292579,0.2750281005794488,0.3084032024005585,5,"['d2', 'backward']"
53,199,40.0,26.0,21.0,56.50246556271432,5.01011544825585,93.37686299546242,0.2782692409378397,0.3108913234297544,5,"['d2', 'backward']"
53,200,40.0,27.0,21.0,53.55538650230158,5.02358265202949,92.77095120292579,0.2750281005794488,0.3084032024005585,-5,"['d2', 'forward']"
53,201,40.0,28.0,21.0,50.65331329793581,5.0337709148664525,92.18565211671833,0.27188674893970893,0.3058704755690298,-5,"['d2', 'forward']"
53,202,40.0,29.0,21.0,47.81412379576836,5.0410706112760195,91.62470778203738,0.26885366461766513,0.30330862149808774,-5,"['d2', 'forward']"
53,203,40.0,28.0,21.0,50.65331329793581,5.0337709148664525,92.18565211671833,0.27188674893970893,0.3058704755690298,5,"['d2', 'backward']"
53,204,40.0,27.0,21.0,53.55538650230158,5.02358265202949,92.77095120292579,0.2750281005794488,0.3084032024005585,5,"['d2', 'backward']"
53,205,41.0,27.0,21.0,53.13821208959452,5.021758517203245,93.30881144868229,0.2780158273389132,0.31057377120742946,-5,"['d1', 'forward']"
53,206,41.0,26.0,21.0,56.04266646277322,5.009339749313792,93.89781350976834,0.28111811414868987,0.3128304753558176,5,"['d2', 'backward']"
53,207,41.0,27.0,21.0,53.13821208959452,5.021758517203245,93.30881144868229,0.2780158273389132,0.31057377120742946,-5,"['d2', 'forward']"
53,208,41.0,28.0,21.0,50.27575247620042,5.030933687901249,92.73611423073729,0.27500141214737156,0.30826983052345547,-5,"['d2', 'forward']"
53,209,42.0,28.0,21.0,49.79732614423095,5.025494471965357,93.32520040173293,0.27802790321467347,0.31038350864162206,-5,"['d1', 'forward']"
53,210,42.0,28.0,22.0,51.1429981938576,5.03142311947222,93.32425059462173,0.27775743727401414,0.3101630702000717,5,"['d3', 'forward']"
53,211,42.0,28.0,23.0,52.50650823347207,5.034725296734169,93.29464460548118,0.2776447429525883,0.3102236937249753,5,"['d3', 'forward']"
53,212,42.0,28.0,24.0,53.88103013195088,5.035400516278154,93.232864406639,0.2777058901931231,0.31058953461506394,5,"['d3', 'forward']"
53,213,42.0,28.0,25.0,55.25880743759885,5.0334862014224555,93.13598998010636,0.27795574046157484,0.311280251653868,5,"['d3', 'forward']"
53,214,42.0,28.0,24.0,53.88103013195088,5.035400516278154,93.232864406639,0.2777058901931231,0.31058953461506394,-5,"['d3', 'backward']"
53,215,42.0,29.0,24.0,51.02133804154646,5.039338745514435,92.59534288812208,0.27496805489320064,0.3087249459728209,-5,"['d2', 'forward']"
53,216,42.0,29.0,25.0,52.37060475149088,5.037086573761631,92.45992446114667,0.2752549924770259,0.3095423093825211,5,"['d3', 'forward']"
53,217,42.0,28.0,25.0,55.25880743759885,5.0334862014224555,93.13598998010636,0.27795574046157484,0.311280251653868,5,"['d2', 'backward']"
53,218,42.0,27.0,25.0,58.179555727726594,5.027238938712749,93.83078134003861,0.28072696744557846,0.31297304663065234,5,"['d2', 'backward']"
53,219,41.0,27.0,25.0,58.69794826942809,5.033031974821406,93.267000621402,0.2780721598127367,0.31117047189433816,5,"['d1', 'backward']"
53,220,41.0,26.0,25.0,61.66837812206697,5.022897440892208,93.99462446102258,0.28105788466716947,0.3130192558562062,5,"['d2', 'backward']"
53,221,41.0,27.0,25.0,58.69794826942809,5.033031974821406,93.267000621402,0.2780721598127367,0.31117047189433816,-5,"['d2', 'forward']"
53,222,41.0,27.0,24.0,57.3018183582503,5.0343024771442115,93.31716573978133,0.2778127692616726,0.3106012502365169,-5,"['d3', 'backward']"
53,223,40.0,27.0,24.0,57.71531398165346,5.037299191214254,92.77890769716073,0.2750258381186034,0.30855958520882576,5,"['d1', 'backward']"
53,224,39.0,27.0,24.0,58.014624731169704,5.037503218126435,92.27957543514052,0.27218019496745627,0.3062935762016275,5,"['d1', 'backward']"
53,225,38.0,27.0,24.0,58.19546591506848,5.034654777372296,91.8241615772064,0.26929889597398804,0.30381439937544913,5,"['d1', 'backward']"
53,226,38.0,27.0,25.0,59.56813889479394,5.034406388101746,91.7942776807043,0.26974188154104084,0.30448843705361234,5,"['d3', 'forward']"
53,227,37.0,27.0,25.0,59.61608816442254,5.028668182626999,91.39096946413292,0.26691794857032775,0.30187605631996556,5,"['d1', 'backward']"
53,228,36.0,27.0,25.0,59.539871522297275,5.019383012400553,91.0362872471106,0.26410841519932093,0.29910052186564484,-5,"['d1', 'backward']"
53,229,35.0,27.0,25.0,59.34004672214118,5.006269025529336,90.73170071499388,0.2613355264319182,0.2961849266203323,-5,"['d1', 'backward']"
53,230,35.0,27.0,26.0,60.64778310057931,5.004598379086903,90.70553797149424,0.2621500742888377,0.29733039171583897,5,"['d3', 'forward']"
53,231,34.0,27.0,26.0,60.30819508571468,4.987917741829012,90.45370050700492,0.25950914642915285,0.29440088520217966,-5,"['d1', 'backward']"
53,232,34.0,26.0,26.0,63.52271362501752,4.9721817582867835,91.20619110342886,0.2633425246421272,0.297918225378086,5,"['d2', 'backward']"
53,233,34.0,27.0,26.0,60.30819508571468,4.987917741829012,90.45370050700492,0.25950914642915285,0.29440088520217966,-5,"['d2', 'forward']"
53,234,33.0,27.0,26.0,59.84998644610122,4.966864441864129,90.24967926612601,0.2569477595876439,0.29140196821112996,-5,"['d1', 'backward']"
53,235,32.0,27.0,26.0,59.27861492255961,4.941123892200618,90.09228309171276,0.2544833205961414,0.2883637501133804,-5,"['d1', 'backward']"
53,236,32.0,26.0,26.0,62.54053382017298,4.92363326890644,90.8009402923502,0.2584713908939249,0.2924287026036658,5,"['d2', 'backward']"
53,237,32.0,26.0,27.0,63.748413537315564,4.921799098696699,90.81907029222225,0.2596369053301588,0.2939356566019445,5,"['d3', 'forward']"
53,238,32.0,26.0,28.0,64.89967484988651,4.917293788204672,90.8488487111144,0.26094403647496217,0.29560876369652234,5,"['d3', 'forward']"
53,239,32.0,26.0,29.0,65.98351887471564,4.910278146223546,90.89219821419799,0.262392461012773,0.2974374646059352,5,"['d3', 'forward']"
53,240,32.0,26.0,30.0,66.98925992507107,4.900942259241925,90.95117378728389,0.26397977483855406,0.2994075798054134,5,"['d3', 'forward']"
53,241,32.0,26.0,31.0,67.90654776607461,4.889498403430998,91.02790179654615,0.2657013836362352,0.301501586769367,5,"['d3', 'forward']"
53,242,32.0,26.0,32.0,68.72559579517426,4.876174661881323,91.1245025475149,0.2675504465127924,0.30369904075782056,5,"['d3', 'forward']"
53,243,33.0,26.0,32.0,69.43741736035042,4.898565766433894,91.24300170571102,0.26951790442751555,0.3059771490042208,5,"['d1', 'forward']"
53,244,34.0,26.0,32.0,70.03403390435088,4.91667191501847,91.38523307307423,0.2715925331433799,0.3083113934071837,5,"['d1', 'forward']"
53,245,34.0,26.0,33.0,70.81264377367772,4.9003613498785565,91.45037509125106,0.2734591984461199,0.3105596568972646,5,"['d3', 'forward']"
53,246,35.0,26.0,33.0,71.32185104840583,4.91396725525518,91.58575804632082,0.2755874317859979,0.31293499252119084,5,"['d1', 'forward']"
53,247,36.0,26.0,33.0,71.70400619003348,4.9240155869630655,91.7443710059429,0.27780174114880146,0.3153312058717149,5,"['d1', 'forward']"
53,248,37.0,26.0,33.0,71.95486508727743,4.930798098901352,91.92730235738716,0.28008580560541935,0.31772199886893754,5,"['d1', 'forward']"
53,249,37.0,26.0,32.0,71.0720993477429,4.948488048190219,91.96785415419774,0.27831842576057225,0.315395277942309,-5,"['d3', 'backward']"
53,250,37.0,26.0,33.0,71.95486508727743,4.930798098901352,91.92730235738716,0.28008580560541935,0.31772199886893754,5,"['d3', 'forward']"
54,1,32.0,63.0,55.0,4.24598988089101,4.840238122191661,90.92390524775986,0.28315572382174864,0.32517761472494644,-5,"['d3', 'forward']"
54,2,33.0,63.0,55.0,4.359285789675232,4.842172336927264,89.78836299116884,0.287285774803416,0.33239939952769293,5,"['d1', 'forward']"
54,3,34.0,63.0,55.0,4.465327196713973,4.840586664344963,88.71054955801571,0.2917853930744928,0.3397064587365556,5,"['d1', 'forward']"
54,4,34.0,63.0,56.0,4.317011379344706,4.841613740368215,89.86654881734378,0.2934293864552816,0.33919452451087034,-5,"['d3', 'forward']"
54,5,34.0,63.0,57.0,4.17055906857538,4.842876561714614,90.99563738660648,0.2947705816972543,0.338440323740311,-5,"['d3', 'forward']"
54,6,34.0,63.0,56.0,4.317011379344706,4.841613740368215,89.86654881734378,0.2934293864552816,0.33919452451087034,5,"['d3', 'backward']"
54,7,34.0,63.0,57.0,4.17055906857538,4.842876561714614,90.99563738660648,0.2947705816972543,0.338440323740311,-5,"['d3', 'forward']"
54,8,34.0,63.0,56.0,4.317011379344706,4.841613740368215,89.86654881734378,0.2934293864552816,0.33919452451087034,5,"['d3', 'backward']"
54,9,35.0,63.0,56.0,4.411512225770011,4.836807789221479,88.83296913681339,0.2983060576791474,0.34645474675599475,5,"['d1', 'forward']"
54,10,35.0,63.0,57.0,4.262156582805358,4.837972176239057,89.93504924937209,0.29968672920444006,0.34569865551403844,-5,"['d3', 'forward']"
54,11,36.0,63.0,57.0,4.344471436885899,4.830320773260012,88.9569370118035,0.30489746298836556,0.352793867742915,5,"['d1', 'forward']"
54,12,36.0,63.0,56.0,4.496347286457271,4.829254142792946,87.88298962168767,0.30347703167099144,0.3535538062273027,5,"['d3', 'backward']"
54,13,36.0,63.0,57.0,4.344471436885899,4.830320773260012,88.9569370118035,0.30489746298836556,0.352793867742915,-5,"['d3', 'forward']"
54,14,37.0,63.0,57.0,4.41631584267436,4.820270877594343,88.07012740251153,0.31035654017972325,0.35961660642838633,5,"['d1', 'forward']"
54,15,37.0,63.0,58.0,4.264876680625002,4.821469813857519,89.08813346159006,0.31151285784519733,0.3586498764723492,-5,"['d3', 'forward']"
54,16,37.0,63.0,59.0,4.116711830898908,4.822888857668129,90.0753799782069,0.31237492172359016,0.35750179215597794,-5,"['d3', 'forward']"
54,17,37.0,63.0,60.0,3.9724309520045935,4.82451909016114,91.02868511738477,0.31295398390808293,0.35618944570149763,-5,"['d3', 'forward']"
54,18,37.0,63.0,61.0,3.832521542173816,4.82635143290186,91.94549892753591,0.3132626453950797,0.3547274828892319,-5,"['d3', 'forward']"
54,19,37.0,63.0,62.0,3.6973598339566123,4.828376699566036,92.82372912227977,0.3133144712405482,0.3531283197655094,-5,"['d3', 'forward']"
54,20,37.0,63.0,61.0,3.832521542173816,4.82635143290186,91.94549892753591,0.3132626453950797,0.3547274828892319,5,"['d3', 'backward']"
54,21,37.0,63.0,62.0,3.6973598339566123,4.828376699566036,92.82372912227977,0.3133144712405482,0.3531283197655094,-5,"['d3', 'forward']"
54,22,37.0,64.0,62.0,3.412061803589402,4.830141320621915,92.85777648487662,0.31258962767969445,0.35239008118661147,-5,"['d2', 'forward']"
54,23,37.0,64.0,63.0,3.2917832921127537,4.832257579565879,93.70031005819475,0.31239545833120397,0.3506529366526453,-5,"['d3', 'forward']"
54,24,37.0,64.0,64.0,3.176337711824991,4.8345357485505485,94.49986760621319,0.31197296767065336,0.3487970235167184,-5,"['d3', 'forward']"
54,25,37.0,64.0,63.0,3.2917832921127537,4.832257579565879,93.70031005819475,0.31239545833120397,0.3506529366526453,5,"['d3', 'backward']"
54,26,37.0,64.0,64.0,3.176337711824991,4.8345357485505485,94.49986760621319,0.31197296767065336,0.3487970235167184,-5,"['d3', 'forward']"
54,27,37.0,64.0,65.0,3.0658263784112254,4.8369670394006485,95.25412103811766,0.3113367560310986,0.34682947938326647,-5,"['d3', 'forward']"
54,28,37.0,64.0,64.0,3.176337711824991,4.8345357485505485,94.49986760621319,0.31197296767065336,0.3487970235167184,5,"['d3', 'backward']"
54,29,37.0,64.0,65.0,3.0658263784112254,4.8369670394006485,95.25412103811766,0.3113367560310986,0.34682947938326647,-5,"['d3', 'forward']"
54,30,37.0,64.0,66.0,2.960292219527769,4.839542637139646,95.9605007347225,0.3105012616482738,0.3447561146036776,-5,"['d3', 'forward']"
54,31,37.0,64.0,67.0,2.859727338121984,4.842253723683671,96.61698922238263,0.3094805754936525,0.3425815677493379,-5,"['d3', 'forward']"
54,32,37.0,64.0,66.0,2.960292219527769,4.839542637139646,95.9605007347225,0.3105012616482738,0.3447561146036776,5,"['d3', 'backward']"
54,33,37.0,64.0,65.0,3.0658263784112254,4.8369670394006485,95.25412103811766,0.3113367560310986,0.34682947938326647,5,"['d3', 'backward']"
54,34,37.0,65.0,65.0,2.8284934443995167,4.8383089399931345,95.30214066058979,0.31059890586722544,0.3460465741535405,-5,"['d2', 'forward']"
54,35,36.0,65.0,65.0,2.78219367794281,4.849233293816871,96.31303574258307,0.30490705688585573,0.3390066759226365,-5,"['d1', 'backward']"
54,36,36.0,65.0,64.0,2.8825300934814377,4.846821789301312,95.55924294587855,0.30556444262093196,0.341022028173137,5,"['d3', 'backward']"
54,37,36.0,65.0,63.0,2.9873918654213396,4.844553540540428,94.75050117004068,0.3060108470251072,0.34292136330642214,5,"['d3', 'backward']"
54,38,37.0,65.0,63.0,3.037245442618044,4.833814111772998,93.74129980795097,0.3116645541161854,0.34989323449188836,5,"['d1', 'forward']"
54,39,38.0,65.0,63.0,3.0792749778201607,4.821000236942904,92.82003215618086,0.3175187252945604,0.356493065104666,5,"['d1', 'forward']"
54,40,38.0,65.0,62.0,3.191951644677695,4.819064295800817,91.98867745263892,0.3176924215728506,0.35821265316293005,5,"['d3', 'backward']"
54,41,38.0,64.0,62.0,3.459385875284809,4.817474877247206,90.98762889568438,0.3184139336742161,0.35893334870976,5,"['d2', 'backward']"
54,42,39.0,64.0,62.0,3.4972370175990912,4.8030448576263565,90.49512743972784,0.32438403537060095,0.3650251098525416,5,"['d1', 'forward']"
54,43,40.0,64.0,62.0,3.5250767516112806,4.787141212139909,90.12835872486615,0.33044536798369023,0.37060439659237465,5,"['d1', 'forward']"
54,44,41.0,64.0,62.0,3.5425326277932054,4.770037618979777,89.88345438542251,0.3365435725182979,0.37562929362807024,5,"['d1', 'forward']"
54,45,42.0,64.0,62.0,3.549408972245221,4.7519936914352545,89.75441529643192,0.3426255849741709,0.3800763167631,5,"['d1', 'forward']"
54,46,43.0,64.0,62.0,3.5456908954807265,4.733257161867723,89.73445307642548,0.34864059765058875,0.38393890965539146,-5,"['d1', 'forward']"
54,47,44.0,64.0,62.0,3.5315414386348434,4.7140659887324965,89.8173523262589,0.35454086199282636,0.38722529224240515,-5,"['d1', 'forward']"
54,48,44.0,64.0,63.0,3.4073922898736604,4.7155439870079645,90.57966639146677,0.3545157673871087,0.3856754286352086,-5,"['d3', 'forward']"
54,49,44.0,64.0,64.0,3.287875701722908,4.717172266127371,91.30254432525025,0.3542478150942903,0.38404086585893316,-5,"['d3', 'forward']"
54,50,44.0,64.0,65.0,3.1731539987816935,4.7189420175005,91.9863835146895,0.3537511058683385,0.38232578696192865,-5,"['d3', 'forward']"
54,51,45.0,64.0,65.0,3.1515148454781303,4.699269056154198,92.1374143961011,0.3595545863926754,0.3851353061009147,-5,"['d1', 'forward']"
54,52,46.0,64.0,65.0,3.1212667013885755,4.679603501074064,92.38217954451365,0.3651566228521024,0.38741283579393926,-5,"['d1', 'forward']"
54,53,47.0,64.0,65.0,3.0829604150737717,4.66016543335398,92.71431803099475,0.3705214016554079,0.3891948791581889,-5,"['d1', 'forward']"
54,54,47.0,64.0,66.0,2.9761627132783817,4.661804270949998,93.33740637528784,0.3698599686016725,0.3874981943423206,-5,"['d3', 'forward']"
54,55,47.0,63.0,66.0,3.2271578021280085,4.660985094047984,93.30026928793895,0.37054071669134614,0.388061140722941,5,"['d2', 'backward']"
54,56,47.0,63.0,67.0,3.116562956962157,4.662833542027688,93.88564692007307,0.3696812415535027,0.3863112978922046,-5,"['d3', 'forward']"
54,57,47.0,63.0,68.0,3.0110325794218484,4.664800081003688,94.437222311931,0.36862865968110514,0.384496310292439,-5,"['d3', 'forward']"
54,58,47.0,62.0,68.0,3.264891608543684,4.6641184083438185,94.39599010824028,0.3693172307209039,0.3850763340680004,5,"['d2', 'backward']"
54,59,47.0,61.0,68.0,3.5397404898345446,4.663374588382577,94.35585357445322,0.3699965268250169,0.3856475626501849,5,"['d2', 'backward']"
54,60,47.0,61.0,69.0,3.4218860159785716,4.66568476642027,94.87002075583837,0.3687810668946222,0.38379459437059227,-5,"['d3', 'forward']"
54,61,47.0,60.0,69.0,3.709663496869798,4.664997297957429,94.82848496603823,0.3694599731166279,0.38437109830411126,5,"['d2', 'backward']"
54,62,47.0,60.0,70.0,3.5883345405173044,4.667559755817229,95.30944503958257,0.3680851710458088,0.3824666541738702,-5,"['d3', 'forward']"
54,63,47.0,59.0,70.0,3.889788426341111,4.666942698245023,95.26659715785063,0.3687639635294064,0.3830491723824166,5,"['d2', 'backward']"
54,64,47.0,58.0,70.0,4.215976297722909,4.666253091020147,95.22474517044579,0.36943206813767576,0.38362241556652477,5,"['d2', 'backward']"
54,65,47.0,57.0,70.0,4.568821009423763,4.665482380511211,95.18395165967455,0.37008862005612164,0.38418598445958985,5,"['d2', 'backward']"
54,66,47.0,56.0,70.0,4.9503757896657365,4.664621198967875,95.14428248349506,0.3707326826494716,0.3847394490050396,5,"['d2', 'backward']"
54,67,47.0,55.0,70.0,5.362829584085114,4.663659299524049,95.10580682186693,0.37136324179638275,0.3852823459714051,5,"['d2', 'backward']"
54,68,47.0,54.0,70.0,5.8085119173559585,4.662585487092348,95.06859718210866,0.371979199855262,0.3858141763832362,5,"['d2', 'backward']"
